text,index,section,completion
"As much as I want a normal little life.. It wouldn't suit me, I'd get restless, I need to just do what I want at all times to be happy 😊",724,tweet,1
@DDandDeltaboys will be playing in the Bridge Bar @RameltonWhatsOn this sat (24th Sept) #blues #rhythmandblues #ramelton #donegal,725,tweet,1
hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18,726,tweet,1
@fillegrossiere @PeasParsley @tombrodude bobs burgers is an animated show. Maybe Bob looks like him. They would cast him based on voice too,727,tweet,1
@doctorofinfo I was just introducing a little levity to the convo. Yep!,728,tweet,1
I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 ,729,tweet,1
"@BreezyWeekes hey breezy, you wanna give me some of that coffee you posted on your snap?? please",730,tweet,1
"@elevens_eggos_ 'El?' He turned around to her, smiling before hugging her gently.",731,tweet,1
Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies,732,tweet,1
"ffs as if tate thought wind in the willows was a serious play, can't wait to see him play a singing badger 😩😂",733,tweet,1
This maybe a new start but it will always be align with the end. #start #forward,734,tweet,1
No we didn't just bully our professor to move the Chem quiz to Monday 😂,735,tweet,1
I've got some new pens to break in. Name an animated series and I'll draw you in that style 🖍,736,tweet,1
If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework,737,tweet,1
Omg he kissed her🙈  #w,738,tweet,1
Not the best horror ever but I like that the uncertainty,739,tweet,1
Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam,740,tweet,1
Ellie from @myspanishboots is here to answer your questions! Don't be shy - she loves talking about #equestrian fashion ;-) #equestrianhour,741,tweet,1
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor  #NYCletsgo,742,tweet,1
Decide to stop being afraid. To just stop. What are you now free to do?\n\n #brave #free #honest #healthy  #life #living  #love,743,tweet,1
"Anyone know how the #Mariners did today? The mood here seems strangely jubilant! As Meatloaf says, 2 out of 3 ain't bad, unless you win one!",744,tweet,1
@tomderivan73 😁...I'll just people watch and enjoy a rare show of optimism,745,tweet,1
"@TetraVariations I don't need a mask, but I'll gladly make a donation to help in ur name! Is it Mr. TY Rex or first initial only? #serious",746,tweet,1
Decide to stop being afraid. To just stop. What are you now free to do?\n\n#brave #free #honest #healthy #happy #life #living #optimism #love,747,tweet,1
"@ToyStoriesInt They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people",748,tweet,1
#bcwinechat what's the most common method used to make BC #sparkling #wine?,749,tweet,1
"Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please!  shriekfest@aol.com  see free films! ",750,tweet,1
"@Babylonian I convinced my mom to watch it. Killgrave gave her literal nightmares, but watched last episode four times. #smile",751,tweet,1
@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity,752,tweet,1
"why is @Iongroadhome so aesthetically pleasing every single day they're even pretty when they just woke up, when they're tired, just. always",753,tweet,1
Just over a week until I start my new job in F1! Looking forward to it and cacking myself at the same time! ,754,tweet,1
@AlohaJonathan @AtlantaFX all I've seen is that clip of the jail scene with the sexuality part which was hilarious,755,tweet,1
@hesham786 that's the spirit ,756,tweet,1
"@gypsydragoness wrinkling up. 'Well now, looks here like your name starts with the letter G, eh?' The man smiled up and gave a hearty +",757,tweet,1
#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL,758,tweet,1
@macmel19 come play madden at my house after school,759,tweet,1
Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,760,tweet,1
"Everyday I wake up, a different @SpursOfficial player signs a contract extension! Love it!! #future #is #bright #COYS",761,tweet,1
"now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay",762,tweet,1
"@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. ",763,tweet,1
"I just really enjoy bright colors, like the colors you would see downtown Miami",764,tweet,1
@veggiesausage that happens...u will be ok tomorrow cheer it up..Don't give up no no no😝😝😝,765,tweet,1
"@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? #optimism",766,tweet,1
Check out this #film Robocoq 301 #animated #shortfilms,767,tweet,1
More #checking at #work today\n\n#coffee #drank and now it's #down to some #serious #business \n\n#Thursday bring on #Friday,768,tweet,1
*ZETH voice*: Hit The Target \n (holds up upside down cheering towel),769,tweet,1
Root canal therapy has had a bad reputation in the past... but new technology has allowed more comfortable procedures! #smile #dental,770,tweet,1
@matthew_meadows Since it's a friend of Pereg's I don't want to offend :) #Peace,771,tweet,1
@m_giacchino will this be aired on radio or filmed? Lots of fans over the pond too! #wales #lost,772,tweet,1
@DaltonRapattoni sadly i have to go to bed now don't announce anything while i'm gone thank u i love you,773,tweet,1
"@warrensarahh @CjKiid awe, miss y'all too!:)",774,tweet,1
"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! 🎉👌🏻💙 #HotForMeTour",775,tweet,1
A #smile doesn't always mean a person is #happy . Sometimes it simply means they are #strong enough to face their own #problems .,776,tweet,1
now playing yung fav song ni chavs #sober 😂,777,tweet,1
@TampaBayRay I cried with laughter.,778,tweet,1
“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”,779,tweet,1
I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha,780,tweet,1
@abra @abra @abra what're you doing to my ears? To my soul?! #GoodMusic #melancholy,781,tweet,1
i've got a lot of tokens saved up and i wanna spam the event song but my eyes sting im so tired,782,tweet,1
@_wednesdaychild I need to cheer up,783,tweet,1
Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,784,tweet,1
Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,785,tweet,1
some of the casuals tweets that Vic has faved are making me gag ,786,tweet,1
"It's amazing how something gets stuck in your head, and you can't shake a memory...  Sometimes, I miss people a lot.  Wish they knew.",787,tweet,1
I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,788,tweet,1
"Mon Celtic, give us something to cheer - place is empty, soaked &amp; its my wee nephew's Birthday ffs, started well, now dropped off.",789,tweet,1
RIP 'dancing on my own' after that awful song and dance,790,tweet,1
I truly believe in my heart right now that Satan is rejoicing because we are all against one another,791,tweet,1
"@selbsie yapyap! once upon a time, I was an avid fanfiction patron during my K-Pop heyday.",792,tweet,1
carry on my wayward son there'll be peace when you are done lay your weary head to rest don't you cry no more,793,tweet,1
When your rewatching glee and break down in tears all over again. 😭😢 #glee,794,tweet,1
Somehow 90% of the sausage in this pasta I made sunk to the bottom so I'm eating sausage with a tiny bit of leftover pasta,795,tweet,1
SO many great pics from the show in Tokyo😍 I like all his outfits now except the lace one w those horrible pants....💁,796,tweet,1
me: i've actually been doing pretty well! i'm learning to manage my depression and-\nlife: yeah that's over. that's cancelled.,797,tweet,1
I keep feeling the heaviness on my left hand and look down and I am in awe every single time 😍💍 #notusedtoit #imafiancée #wut,798,tweet,1
@RobertB_Rice Awesome. Another non-native being offended on my behalf. We need more of you in the world. #SaidNoNDNEver. #Paternalism,799,tweet,1
"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",800,tweet,1
@marisa_enbot Being with you makes me somewhat gloomy.,801,tweet,1
@URClassless I think that yawning actor died of a drug overdose. #glee,802,tweet,1
@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂,803,tweet,1
"And I would advise that everyone wait to watch @KevinCanWaitCBS ,or actually don't wait, just don't even watch it because it is #awful",804,tweet,1
Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,805,tweet,1
@phil500 \nSo sadden \nSpunky a beautiful dog\nA sad story a lovely happy\nAn loved dog \nPlay little one have fun you\nare so loved,806,tweet,1
now im all alone and my joy's turned to moping,807,tweet,1
Asked one thing from our guys tonight and got it! #happy #proud #disappointed - THAT IS FOOTBALL #timetoclimbthetable,808,tweet,1
"@EmbitteredIcon *Sam grins against Steve's lips, murmuring his words with a playful tone* You want the shirt off? I sure i could accommodate",809,tweet,1
smiling through the stress :) :) :) :) :) :) :( :( :( :( :( :( :(,810,tweet,1
@6itmap I can't help but feel melancholic!,811,tweet,1
@RLH2606 if u know who died.. I would also burst out crying....\nFrom JOY!!! 😉,812,tweet,1
"@devenmiddleton i'm totally loving it, it just makes me sad when people feel super awful cuz they aren't abroad like life is still goin",813,tweet,1
The rage has died down.,814,tweet,1
No one's gonna chill bc fake outrage is fun or w/e but SPACE COLLEGE,815,tweet,1
Haven't gotten one hour of sleep... Today is going to be a fun day 😐 #restless,816,tweet,1
"@ltsukis im love you, even if you bully me sadly",817,tweet,1
@trashcami this cured my depression,818,tweet,1
I've used Dey Know as my alarm clock song throughout college #RIPShawtyLo,819,tweet,1
Final night shift coming up.  I won't miss it but I will miss my work pals and the hysterical laughter that gets us through the night,820,tweet,1
@gurrie_j thanks for making me super sad about Pizza.  #freepizza,821,tweet,1
Why is it so windy? So glad I didn't ride my bike.  #wind,822,tweet,1
"@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey",823,tweet,1
JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics #relentless,824,tweet,1
"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it ",825,tweet,1
Whenever I'm feeling sad I will listen to monsta x and hug my teddy bear and I always feel better,826,tweet,1
i live and die for mchanzo honeymoon crashing and burning the second they move in together,827,tweet,1
What I would give\nTo feel the sunlight on my face\nWhat I would give\nTo be lost in your embrace 🎧\n\n#Fallen,828,tweet,1
Corbyn loses and I walk up to a crying Corbyn supporter and whisper\n\n'Don't mourn. Organise'\n\nAnd laugh and laugh,829,tweet,1
